x
SLC27A3
YIPF1
KIF21B
ICMT
EIF2C4
TBX15
AMIGO1
SLC19A2
MAP3K6
PADI1
TRIM11
NPR1
FAM46B
SIPA1L2
MIXL1
KIAA0494
ACBD3
JTB
COL16A1
HMCN1
RPRD2
CDC20
RPL31P11
SPSB1
HDAC1
LMOD1
EIF2C1
CNTN2
SCARNA2
C1orf109
CELA3B
MYOM3
SOAT1
PADI2
LRRC47
PBX1
MIIP
PTPN14
LYPLA2
TAS1R3
MSTO2P
THAP3
DDI2
ZC3H12A
SCCPDH
OTUD3
ANKRD35
ZBTB48
GPR137B
PARP1
MUL1
TNFRSF8
KCNJ9
LOC284661
DENND4B
ALG14
DNAJC8
SERINC2
ATAD3B
FAM40A
HLX
ZNF672
FHL3
SPOCD1
RNPC3
EDEM3
SYCP1
AKR7A3
RRP15
RGS2
WNT2B
ADC
MIR92B
ETNK2
CATSPER4
KLHDC8A
TMEM52
HOOK1
PPP2R5A
ZMYM4
GPSM2
TCEB3
CELA2B
DNTTIP2
LDLRAP1
LOR
S100A6
C1orf127
MYCBP
CHD1L
C1orf170
NKAIN1
UTP11L
C1orf53
PER3
MACF1
NGF
TTLL10
TIMM17A
DNAJC16
ECHDC2
KLHL12
ZNF697
UCK2
TCTEX1D1
ZBTB8B
PODN
IRF6
TMEM39B
ENO1
TMEM222
TRAPPC3
C1orf115
SH3GLB1
GATAD2B
TOR3A
HES5
MCOLN2
SFT2D2
PCNXL2
NEK2
LPAR3
AQP10
LAD1
BTBD8
FAM5C
MAGOH
PPIH
NEGR1
TARDBP
MIR29C
KPNA6
LOC400752
KCNJ10
TRIT1
NPHS2
HSPA7
LMX1A
TINAGL1
JAK1
LOC149134
PVRL4
EYA3
TRIM58
PEF1
ZNF496
ITPKB
SNRPE
GPN2
MEX3A
ERI3
ARL8A
PGBD5
GCLM
MMEL1
SDHB
FAM46C
CACHD1
RALGPS2
RNF11
KCTD3
SLC22A15
GPX7
PPPDE1
CRB1
ADPRHL2
DDOST
TMEM57
ZNF684
KIRREL
GBP4
TCEA3
KPRP
HBXIP
KISS1
TTF2
GSTM5
HMGN2
DHCR24
PGD
CENPF
GJB5
NDUFS5
ZSCAN20
LDLRAD2
TNR
ST6GALNAC5
LAMC1
MAEL
FAM176B
KIAA0907
MTF1
PTCHD2
ZNF281
SORT1
SARS
CC2D1B
TXNIP
CYR61
CELSR2
LPGAT1
MEF2D
FBXO42
PINK1
ZC3H11A
NOTCH2NL
GPR88
SLC25A24
MRPS15
MXRA8
TMEM61
TMEM63A
LRRC7
RBP7
CHIT1
HPCAL4
ZNF643
C1orf173
FAM20B
CALML6
FCRL3
AHCYL1
TAS1R2
RGS16
UBIAD1
BGLAP
DENND2C
INTS3
IPO13
TAGLN2
UHMK1
RPL22
SYPL2
NSUN4
GNL2
NES
TARS2
GPR89B
CAMK2N1
RAB4A
WDTC1
TAF13
IPO9
TMEM56
ZYG11B
PM20D1
CCDC27
FAM69A
ACOT7
PSMA5
PIGR
KCNK1
C1orf150
CRP
LHX9
SLC9A1
HES2
CCDC24
FH
CASQ2
OLFML2B
CYP4A11
HAPLN2
ILF2
PSMB2
HRNR
MAST2
INADL
PHGDH
PLD5
ZBTB7B
FAM132A
HIAT1
PMVK
C1orf31
RAB25
UBXN10
GRHL3
TMEM200B
FBXO6
EFHD2
ELOVL1
C1orf135
DBT
C1orf55
ACTL8
GADD45A
PEAR1
SFPQ
TBX19
C1orf85
REN
RBBP5
SYT11
SF3A3
MRPL20
MTOR
NHLH1
TTC4
RUNX3
CNN3
CCDC28B
ZNF691
PARS2
RSBN1
NFIA
GPBP1L1
GUCA2A
C1orf162
MYOG
LRIG2
ATF6
BPNT1
RAVER2
C1orf172
MIR429
CREG1
CTTNBP2NL
SAMD13
XKR8
TMCO1
HSPB7
CACNA1E
KLHL21
C1orf88
TOR1AIP1
KIF14
NEXN
SELENBP1
SSR2
EPRS
PIAS3
IARS2
DNAJC11
SGIP1
C1orf63
KLHL20
C1orf86
SLC30A10
RBM8A
HES3
RAB13
DAB1
PBXIP1
FUBP1
PSMB4
PYGO2
PCP4L1
KCNN3
TRIM67
BOLA1
WNT6
HOXD13
MKI67IP
WDR69
ALK
CMPK2
SP9
MYT1L
CCDC150
MIR375
NR4A2
TAF1B
LY75
ACADL
ALMS1
RNPEPL1
ACTR3
HDAC4
TBC1D8
PQLC3
GPC1
ZNF514
MATN3
UBE2F
SLC16A14
LRP1B
POLR2D
MSH6
APOB
STK17B
STK11IP
ABCB6
MMADHC
KCNIP3
TRPM8
SPEG
NXPH2
ARID5A
MARCH4
HOXD11
TSSC1
CCDC85A
C2orf73
SLC9A2
KIF5C
DNAJC10
DLX2
SGPP2
C2orf18
C2orf43
KCNJ3
CCT4
PTH2R
RPIA
PRKAG3
CNNM4
PTPRN
EFR3B
DNAH6
HS1BP3
NEU2
PDIA6
SH3BP4
IGFBP2
D2HGDH
FAM82A1
NMUR1
FIGN
LBH
OTX1
EMX1
ADCY3
ATOH8
LPIN1
TGOLN2
MREG
NEUROD1
NDUFA10
ADAM17
MYO7B
AAK1
CYP27A1
NCAPH
EPAS1
PELI1
BUB1
ZNF512
NOL10
C2orf65
SIX3
STAM2
MTA3
TNS1
VAX2
RANBP2
DYNC1I2
STK25
ID2
MARCH7
STARD7
NCL
GMCL1
KLHL30
SLC19A3
COQ10B
C2orf84
MFSD2B
ADI1
EN1
HOXD1
ANAPC1
RIF1
ECEL1P2
RNF103
MCM6
FOXI3
ING5
SLC30A3
NUP35
CLIP4
IGFBP5
IHH
SFXN5
CEP68
GFPT1
ZNF513
SLC35F5
KLF11
GAL3ST2
DNAH7
TTLL4
TMEM163
ESPNL
UXS1
ACTR1B
BIRC6
TMEM37
CAD
YIPF4
EPC2
EPCAM
SNRNP27
CYP26B1
NAGK
ASTL
PREB
FZD5
RHOQ
PDCD1
VWA3B
HJURP
TMEM131
SUCLG1
GRHL1
RAMP1
FNDC4
CNTNAP5
PSMD14
HS6ST1
NEURL3
HOXD3
DOCK10
DIS3L2
CRYGD
IFT172
CDC42EP3
C2orf42
RFX8
GPR39
FAM178B
BARD1
LOC150622
LOC389033
NOP58
C2orf70
GLI2
ALPI
RAB11FIP5
RNASEH1
NOTO
C2orf89
MRPL44
SNED1
SLC38A11
SMYD5
UCN
ANXA4
INSIG2
CYP27C1
WDR54
TUBA3E
SLC5A7
FAM84A
EPHA4
GALNT3
PSME4
HNRNPA3
ATIC
ZDBF2
NPAS2
MEIS1
TMSB10
DNPEP
HOXD10
ABI2
IAH1
TMEFF2
LONRF2
FAM98A
MRPL19
FARP2
PRKCE
MSH2
C2orf40
CWC22
GLS
EDAR
SEMA4C
DUSP2
WNT10A
B3GNT7
ABHD1
MOGAT1
SNRPG
GCA
TBR1
NHEJ1
NBAS
DPY30
TEX261
C1QL2
STRN
AHSA2
TMEM87B
COBLL1
ADAM23
MBOAT2
GALNT13
EVX2
ERCC3
FAHD2A
YWHAQ
ANKRD23
LAPTM4A
ZSWIM2
B3GNT2
RGPD3
PXDN
WDR43
RND3
LRRFIP1
HECW2
VSNL1
KCNK12
SPRED2
RNF144A
RFTN2
AOX1
FAM117B
PDCL3
TTC21B
TTC32
STK39
KIAA1715
FAM59B
PROC
SIX2
C2orf48
ATAD2B
GDF7
SCLY
CD302
DNAJC27
MBD5
RALB
FAM49A
FAM161A
LOC728323
THSD7B
PLCL1
CRYGA
LCT
C2orf68
TFCP2L1
MXD1
SPTBN1
CYP1B1
ASNSD1
DNER
UBR3
DPP4
CRYGC
GALNT14
SNORD89
TMEM18
DPYSL5
MAT2A
METTL5
SPATA3
RBM45
KCTD18
LYPD6
TMEM17
LOC100189589
SF3B14
MRPS9
LOC401010
FMNL2
QPCT
NBEAL1
PDK1
MYADML
ST3GAL5
CXCR4
CHST10
COMMD1
SPR
FAHD2B
PAIP2B
MFSD6
ACVR2A
SSB
PKDCC
TSN
ZFAND2B
CRYGB
CYS1
ASB1
SATB2
ILKAP
MRPS5
ZAP70
HOXD9
LRPPRC
CHCHD5
NPPC
ODC1
BMPR2
FARSB
THNSL2
EML6
PDE6D
TCF23
LOC729234
WDR75
FEV
SRBD1
OSR1
EFHD1
LOC100132215
MAP4K3
LOC200726
XRCC5
GBX2
EIF2AK3
ARMC9
KIDINS220
CREG2
CALM2
RPS7
C2orf55
NMS
VAMP5
CCDC93
RAB3GAP1
EMILIN1
IWS1
NTSR2
ANKRD39
DARS
RPL37A
KCNE4
GORASP2
ZC3H15
KRCC1
CHRND
C2orf27B
ETAA1
EHD3
DGKD
SRD5A2
ASB18
ASXL2
FABP1
LOC285074
SNRNP200
SCTR
SLC25A12
TLX2
TTC27
RGPD2
TMEM185B
FER1L5
GULP1
DDX18
CCDC138
RBM43
LOC339788
POLE4
PLEKHH2
TMEM194B
LOC84931
GEMIN6
CCDC104
C2orf53
DIRC3
FBXO41
ZC3H6
XPO1
PCGF1
SCN9A
C2orf49
FAM136A
TEKT4
PSMD1
FOSL2
DAPL1
AGXT
KLF7
RMND5A
BOK
COX5B
KIF3C
KCNS3
DES
PDE11A
RNF181
PNPT1
FIGLA
OTOF
USP39
TRANK1
KY
ATP1B3
GP9
ANO10
RFT1
GRAMD1C
MRPL3
COL7A1
AMOTL2
GPR128
LRIG1
PCYT1A
ZMYND10
HEG1
ITGB5
SSR3
RAB43
ENTPD3
SIAH2
CHCHD6
EIF1B
RAF1
WNT7A
TLR9
IQSEC1
GNAI2
PRSS50
ATR
CMTM6
TRAIP
GOLGA4
SDHAP1
NEK10
CPOX
SDHAP2
EOMES
MST1R
SLC25A20
ZIC1
CCDC13
PTPN23
UBE2E2
DYNC1LI1
RASA2
SELK
DNAJC19
IFRD2
ZNF35
GOLIM4
ILDR1
TWF2
PPP1R2
EEFSEC
ACTR8
EPHA6
ETV5
ULK4
PLXNA1
TMEM41A
RAB6B
BOC
RAD18
TCTEX1D2
NLGN1
PARP14
PODXL2
SHQ1
PEX5L
VIPR1
CRTAP
VGLL3
PXK
XYLB
BHLHE40
CELSR3
ZFYVE20
SEC61A1
RPL29
CD80
CEP70
CCDC48
LARS2
CNTN6
KCNH8
SMARCC1
NBEAL2
SLC22A14
FBXL2
PLXND1
EIF5A2
TATDN2
UPK1B
VWA5B2
LOC220729
SEMA3F
C3orf64
PSMD6
MCF2L2
LOC285375
ZNF501
EPHB3
GBE1
GP5
APEH
TRPC1
TMEM39A
KLHDC8B
PRICKLE2
LRCH3
C3orf67
ALS2CL
TBL1XR1
TUSC2
PDZRN3
MCCC1
PCNP
ZNF589
MAP6D1
DCBLD2
LEKR1
NICN1
ROBO1
SLMAP
ZBTB47
TOP2B
PLCL2
STXBP5L
STAC
C3orf75
GADL1
TMIE
HEMK1
PLCD1
TRIM59
UBXN7
USP19
CCDC12
FGF12
TRA2B
FAM198A
TBC1D23
EPHB1
SPSB4
MKRN2
KAT2B
SELT
LRRN1
PFKFB4
LOC100128023
GMPS
TRIM71
CHST13
LOC285359
BSN
NME6
ESYT3
PARP15
FRMD4B
ACAD9
HPS3
RNF168
SEMA3G
SACM1L
NKTR
OSTalpha
NCK1
CCDC37
C3orf52
LOC401052
KPNA4
CCK
RPL22L1
PPP4R2
PVRL3
FYCO1
SCHIP1
CHMP2B
ALCAM
LZTFL1
MECOM
VGLL4
PRKAR2A
DNAJC13
USP13
WNT5A
PCOLCE2
EDEM1
SETD2
C3orf39
CNOT10
IFT57
WDR6
ALDH1L1
TRIM42
ZBTB38
NUDT16
KLHL24
IRAK2
KLF15
WDR48
TGM4
MFN1
CLEC3B
DNAH1
HES1
C3orf27
ABCF3
MYRIP
POLR2H
LRRC34
LOC285370
ARL8B
COMMD2
CLDN1
OXSR1
CHL1
SLC12A8
CBLB
GALNTL2
IL12A
TMEM115
ABHD10
RPN1
STT3B
RYBP
C3orf25
PHC3
SLC9A9
ZNF148
PDHB
ABHD5
LMCD1
SLC6A11
TRNT1
TIGIT
FAM19A1
CLDN11
ZNF639
IL17RD
PTH1R
MORC1
SYNPR
CRBN
PTPRG
ZNF445
PSMD2
ATP11B
NMNAT3
C3orf70
TOPBP1
NEK4
CLSTN2
TMEM89
QARS
CPN2
GFM1
SS18L2
SLC6A1
JAGN1
ACAP2
PRKCI
SUCLG2
HTR3E
OSBPL11
ADAMTS9
WDR82
ADPRH
DAZL
SNX4
SST
PRRT3
SPATA16
ADCY5
MCM2
COX17
RBM5
LOC255025
LSG1
STAB1
TMEM45A
UBA7
LHFPL4
CSPG5
LOC646498
DZIP1L
SUSD5
MED12L
CASR
ZDHHC19
SCAP
KIAA1257
DUSP7
CMC1
GPD1L
CSRNP1
C3orf77
CPNE9
SRPRB
SLC9A10
LRRC33
RPL24
PPP2R3A
RUVBL1
TF
C3orf18
ARF4
LTF
ARHGEF3
ROBO2
APPL1
UCN2
ZBBX
RFTN1
TMEM111
UQCRC1
TERC
GYG1
ZDHHC23
NIT2
TTLL3
TMEM110
ACY1
RG9MTD1
CEP97
GRK7
DBR1
MANF
CCDC71
GK5
LAMP3
SENP2
SLC25A38
ARL6IP5
CPNE4
C3orf62
PCCB
SLC7A14
PRSS42
PTPLB
FAM194A
TM4SF19
LOC285205
MAP3K13
EIF2B5
ZNF660
XIRP1
LSAMP
ANKRD28
LRRC58
H1FOO
KLHL6
RSRC1
KIAA2018
STAG1
C3orf19
KBTBD8
FGD5
MAPKAPK3
CLASP2
ZNF717
OXTR
MXD4
CCDC109B
C4orf49
AGPAT9
PAQR3
TLR3
PRMT10
CXCL1
HTRA3
SEPT11
SMARCA5
MLF1IP
PLK4
CXCL2
COX18
MAD2L1
STBD1
MND1
PCGF3
FAM190A
MAML3
GALNT7
HELT
RUFY3
KDR
STX18
NEIL3
KIAA1530
FAT1
BTC
UCP1
LRPAP1
RASGEF1B
HERC3
STOX2
LRAT
WHSC2
SHISA3
STK32B
CBR4
ZNF827
CHRNA9
HS3ST1
GPR78
RFC1
IGFBP7
FAM184B
USO1
AFF1
HTT
PDGFRA
MED28
SCARB2
LRRC66
CPE
PI4K2B
GRID2
MGST2
SCFD2
FLJ36777
HAUS3
ING2
HGFAC
CCNI
SOD3
DGKQ
TRPC3
SAP30
PARM1
SLIT2
PLRG1
GABRB1
ZNF330
ACSL1
FAM193A
SLC30A9
COMMD8
NEK1
LRBA
SLC34A2
RPS3A
ZCCHC4
MTHFD2L
CTSO
NIPAL1
CENPE
USP53
NAA15
SLC25A31
CYP2U1
CCRN4L
CRMP1
CYP4V2
SPATA18
C4orf27
LOC93622
SETD7
NPY5R
TSPAN5
SLC10A4
UGDH
GRPEL1
SFRP2
ZNF141
QRFPR
C4orf32
EREG
OTOP1
ADH5
PAPSS1
ODZ3
PF4V1
ELF2
CCNA2
SGCB
TEC
EVC
PRDM5
CORIN
IBSP
TMEM184C
ZAR1
OSTC
C4orf22
NDUFC1
PRKG2
DCK
TMEM150C
FAM47E
BST1
ADAMTS3
GUCY1B3
AASDH
RAB33B
TMEM128
SH3TC1
LOC285548
FRG1
HERC5
MTNR1A
UNC5C
CDKN2AIP
KIAA1239
SHROOM3
ARHGAP10
KIAA1211
NPY1R
ATP5I
HADH
MFSD7
GALNTL6
GABRA4
FAM175A
CXXC4
AGA
MYL5
RNF150
FRYL
PHOX2B
TMEM192
ENPP6
ZNF518B
CDKL2
MARCH1
C4orf37
TRIM60
DNAJB14
CEP135
IRF2
ZNF876P
MSX1
LGI2
NUP54
KLB
SLBP
CD38
TLL1
DHX15
HHIP
WDR19
DEFB131
SNX25
PGM2
CWH43
TIFA
C4orf51
CENPC1
QDPR
KCTD8
ZFP42
CDS1
SLC7A11
FAM160A1
PPID
TLR2
ANAPC4
UCHL1
CXCL5
ARSJ
PGRMC2
THAP9
KIAA1430
C4orf43
PRSS12
BOD1L
RNF4
NSUN7
NFXL1
ENPEP
CCNG2
LOC401127
ALB
BMP3
LAP3
FHDC1
CCKAR
CXCL6
MRPL1
TACR3
SDAD1
SRP72
NPNT
CXCL3
LSM6
ABCG2
GSX2
ATP10D
ANKRD37
SLC25A4
PPARGC1A
NMU
UNC5A
BTNL9
ZNF131
FAM151B
ADAMTS16
ADAMTS6
PRDM6
SLC12A7
RGMB
LARS
NPR3
FGF10
SLC6A18
NEURL1B
C5orf42
MARCH11
TGFBI
AP3B1
COMMD10
DMXL1
GRM6
FSTL4
SSBP2
SH3PXD2B
ZNF879
PCBD2
TNFAIP8
ZFP2
ATOX1
THBS4
SDHAP3
WDR36
C5orf58
EGFLAM
C5orf49
MARCH3
MTMR12
PHF15
LMNB1
MCC
SNCAIP
OCLN
ANKH
SLC6A3
MSX2
LNPEP
SNX2
UBE2B
FBXL17
IRX1
TNPO1
ROPN1L
RPS23
COL23A1
ISL1
POU4F3
GFRA3
ALDH7A1
REEP2
SLC6A19
PCYOX1L
PDCD6
ODZ2
C5orf28
PDZD2
LMAN2
HOMER1
STC2
MYO10
F2R
SEMA6A
FGF18
RHOBTB3
OTP
TPPP
CEP72
DDX41
SFXN1
PRR16
EMB
PPIC
CCNJL
SLIT3
SRFBP1
TLX3
N4BP3
PCDHB18
ATP6V0E1
ARSI
LARP1
IRX4
C5orf30
PFDN1
ADAM19
TTC33
PLCXD3
REEP5
CARTPT
UIMC1
SCAMP1
DND1
ZNF454
HEXB
ZNF346
PCDHB17
CTNNA1
GOLPH3
MIER3
MAP3K1
NIPAL4
ANKRD33B
AGXT2L2
MEGF10
HNRNPH1
ZNF354A
DDX46
FAM174A
MAN2A1
DTWD2
PITX1
PRR7
CMYA5
RASGRF2
CCL28
COX7C
RNF130
ELL2
RGS14
CAMLG
SNX24
SEMA5A
EGR1
SLCO4C1
RASGEF1C
KIAA0947
ZNF300
LOC153684
LPCAT1
PTGER4
CNOT6
CTNND2
ITGA2
CDH10
GPRIN1
FEM1C
C5orf52
CAMK4
ZDHHC11
DNAJC18
SLC9A3
PLEKHG4B
TARS
STK10
UBTD2
KIF3A
ZNF354B
SV2C
TMEM232
RNF44
CCNB1
ZSWIM6
SEC24A
LOX
ARL10
CCNO
PHAX
WDR70
SLU7
TMEM161B
SPATA24
ADRA1B
ANKRD31
GIN1
FCHSD1
GNPDA1
SLC38A9
RGNEF
RPL37
LOC729678
PROP1
FBXL7
ANKRD55
TTC23L
LOC100289673
PJA2
PPP2CA
RAB3C
CCDC69
CDO1
LTC4S
TRIM52
DPYSL3
NR2F1
SLC22A4
DOCK2
C5orf15
ADAMTS19
B4GALT7
PTTG1
HSPA9
FAF2
JMY
GEMIN5
CNOT8
CPEB4
PPARGC1B
SCGB3A1
THG1L
HSD17B4
ZNF354C
LOC202181
RGS7BP
ATP10B
MAP1B
NDUFS6
HK3
FBLL1
LOC728613
TNIP1
BHMT
PLK2
TXNDC15
RBM22
RUFY1
GHR
RMND5B
CXXC5
ERGIC1
F12
MAML1
SLC26A2
SLCO6A1
CCDC152
RARS
SRP19
AFF4
TBCA
GRPEL2
SERINC5
STARD4
CRHBP
SLC25A46
CBY3
F2RL1
UQCRQ
PPP1R2P3
CLK4
LSM11
C5orf51
MARCH6
KDM3B
MED10
ARAP3
LRRC14B
CETN3
EDIL3
TTC1
CLINT1
ETF1
KCNIP1
FAM105A
C5orf62
HAND1
ISOC1
WDR55
NDFIP1
LYRM7
CDX1
PCDHB19P
NDUFS4
CDH12
C5orf56
ARL15
HMP19
DRD1
LOC389332
ZNF622
SLC36A1
JAKMIP2
MCCC2
PCSK1
VDAC1
C5orf43
OXCT1
TMCO6
MRPS36
CDH6
ANKRD34B
SLC22A5
PARP8
NDST1
CCDC99
SH3TC2
CDKN2AIPNL
CCNH
CSF1R
HSPA4
SYNPO
ZFP62
RICTOR
PANK3
C5orf47
FAM134B
PGGT1B
HAPLN1
FAM159B
DAB2
GPX6
FAM8A1
RPF2
SERPINB1
TAF8
GRM4
SLC35D3
DDAH2
FBXL4
TUBB
HCG4
FNDC1
HDAC2
HACE1
ULBP3
RIPPLY2
PEX6
SASH1
TFAP2A
SYNJ2
ZNF292
FAM120B
MICA
SIM1
TTBK1
IGF2R
UTRN
HCG9
VARS
LY6G5C
TMEM200A
IER3
GMDS
TMEM151B
FLOT1
TNFAIP3
GTF3C6
KCNK5
KIFC1
PCMT1
STL
ZFAND3
C6orf174
DYNLT1
UBE2J1
NRSN1
NOTCH4
EXOC2
KIF6
DUSP22
ETV7
HSP90AB1
RPS6KA2
SERPINB9
TNF
RPP21
NEU1
HSD17B8
C6orf89
FAM46A
NHSL1
PIM1
HDDC2
OOEP
COQ3
CNKSR3
CDC5L
MDFI
PDSS2
USP49
TRIM26
SLC35F1
MARCKS
FAM162B
SFT2D1
ULBP2
RPP40
TBX18
NRM
MYLIP
HCG27
PRSS16
RAET1K
GNMT
MAP7
MTHFD1L
ITPR3
RFX6
TRIM27
RSPO3
MCART3P
RAET1G
TRIM15
SLC44A4
FAM65B
TNFRSF21
SMPDL3A
NUP153
NEDD9
FAM83B
SLC17A5
COL21A1
KIAA1244
TFAP2B
VTA1
C6orf123
PHACTR1
UBR2
PRDM13
IRF4
PBX2
UST
AKAP12
EPHA7
NRN1
MDN1
JARID2
ZC3H12D
CDK19
E2F3
ZBTB9
RPS10
SLC22A16
LIN28B
DACT2
TFB1M
RNASET2
STX11
LHFPL5
IL20RA
C6orf223
NR2E1
SNRNP48
RANBP9
LACE1
CLIC1
BTN1A1
HEY2
MICB
AARS2
CLVS2
RNF144B
PPP1R11
SSR1
PACSIN1
HEBP2
LTV1
PPIL4
TFAP2D
NUDT3
FRK
HECA
RPL10A
ME1
MUTED
MOXD1
ELOVL4
DEF6
PTCRA
ZNF204P
RIPK1
GLP1R
RSPH9
IFNGR1
KIAA1586
AIM1
T
UBD
RING1
PEX7
REV3L
OGFRL1
SYTL3
BAG2
ENPP5
SYCP2L
GMPR
TMEM181
PERP
SEC63
GCLC
ABT1
GLO1
BMP6
ZBTB2
LRP11
TCTE1
TRMT11
SNX9
ATG5
HIVEP1
HCP5
C6orf72
IRAK1BP1
CRIP3
LRFN2
FILIP1
CDYL
FUCA2
PPIL1
NUP43
BTNL2
DLL1
KHDC1L
C6orf147
SPDEF
PHIP
LOC154449
FANCE
NQO2
C6orf132
COL9A1
LMBRD1
MRS2
GTF2H4
PNRC1
KLHL31
CYB5R4
FBXO30
ACAT2
C6orf15
SAMD5
LOC285796
DPPA5
RNGTT
CCDC28A
ZNF192
NOL7
RRAGD
ENPP1
SCGN
RAB32
MDC1
AIG1
SCAND3
NT5DC1
KIAA1919
ZNF76
MTCH1
ARMC2
BEND3
ANKRD6
SRF
FAM50B
FOXF2
NKAIN2
SRPK1
ELOVL5
USP45
RNF146
HCG22
MUC21
MCM3
EFHC1
UNC5CL
APOM
TULP1
RAET1L
